"species","clim_model","sdm","area","perc_current","area_ratio"
"Lomatium marginatum","ensemble_ssp245_2041","lasso",318,1,0.01
"Lomatium marginatum","ensemble_ssp245_2041","maxent-tune",0,0,0
"Lomatium marginatum","ensemble_ssp245_2041","rf",442063,64.71,20.55
"Lomatium marginatum","ensemble_ssp245_2071","brt",14149,1.6,1.26
"Lomatium marginatum","ensemble_ssp245_2071","gam",295639,31.52,9.25
"Lomatium marginatum","ensemble_ssp245_2071","lasso",486,1.54,0.02
"Lomatium marginatum","ensemble_ssp245_2071","maxent-tune",0,0,0
"Lomatium marginatum","ensemble_ssp245_2071","rf",1648395,66.16,76.63
"Lomatium marginatum","ensemble_ssp370_2041","brt",9402,3.79,0.83
"Lomatium marginatum","ensemble_ssp370_2041","gam",83588,28.31,2.62
"Lomatium marginatum","ensemble_ssp370_2041","lasso",301,0.95,0.01
"Lomatium marginatum","ensemble_ssp370_2041","maxent-tune",0,0,0
"Lomatium marginatum","ensemble_ssp370_2041","rf",449281,63.48,20.89
"Lomatium marginatum","ensemble_ssp370_2071","brt",118457,1.46,10.51
"Lomatium marginatum","ensemble_ssp370_2071","gam",272816,25.27,8.54
"Lomatium marginatum","ensemble_ssp370_2071","lasso",2271,6.13,0.07
"Lomatium marginatum","ensemble_ssp370_2071","maxent-tune",0,0,0
"Lomatium marginatum","ensemble_ssp370_2071","rf",1674656,75.63,77.85
"Lomatium parryi","current","brt",43745,NA,NA
"Lomatium parryi","current","gam",36352,NA,NA
"Lomatium parryi","current","lasso",87965,NA,NA
"Lomatium parryi","current","maxent-tune",44268,NA,NA
"Lomatium parryi","current","rf",53341,NA,NA
"Lomatium parryi","ensemble_ssp245_2041","brt",687426,69.37,15.71
"Lomatium parryi","ensemble_ssp245_2041","gam",636840,10.26,17.52
"Lomatium parryi","ensemble_ssp245_2041","lasso",119708,7.05,1.36
"Lomatium parryi","ensemble_ssp245_2041","maxent-tune",820460,49.84,18.53
"Lomatium parryi","ensemble_ssp245_2041","rf",328035,21.27,6.15
"Lomatium parryi","ensemble_ssp245_2071","brt",2188521,64.25,50.03
"Lomatium parryi","ensemble_ssp245_2071","gam",1506566,7.11,41.44
"Lomatium parryi","ensemble_ssp245_2071","lasso",255899,4.17,2.91
"Lomatium parryi","ensemble_ssp245_2071","maxent-tune",1394424,48.51,31.5
"Lomatium parryi","ensemble_ssp245_2071","rf",1638021,15.82,30.71
"Lomatium parryi","ensemble_ssp370_2041","brt",731960,63.73,16.73
"Lomatium parryi","ensemble_ssp370_2041","gam",670027,7.31,18.43
"Lomatium parryi","ensemble_ssp370_2041","lasso",108079,4.88,1.23
"Lomatium parryi","ensemble_ssp370_2041","maxent-tune",864310,48.28,19.52
"Lomatium parryi","ensemble_ssp370_2041","rf",320502,14.82,6.01
"Lomatium parryi","ensemble_ssp370_2071","brt",2667624,69.99,60.98
"Lomatium parryi","ensemble_ssp370_2071","gam",1600529,6.19,44.03
"Lomatium parryi","ensemble_ssp370_2071","lasso",233034,5.32,2.65
"Lomatium parryi","ensemble_ssp370_2071","maxent-tune",1390562,35.54,31.41
"Lomatium parryi","ensemble_ssp370_2071","rf",1914672,23.48,35.89
"Lomatium triternatum","current","brt",374556,NA,NA
"Lomatium triternatum","current","gam",337786,NA,NA
"Lomatium triternatum","current","lasso",704795,NA,NA
"Lomatium triternatum","current","maxent-tune",647334,NA,NA
"Lomatium triternatum","current","rf",308379,NA,NA
"Lomatium triternatum","ensemble_ssp245_2041","brt",1467687,89.29,3.92
"Lomatium triternatum","ensemble_ssp245_2041","gam",500958,55.62,1.48
"Lomatium triternatum","ensemble_ssp245_2041","lasso",661122,62.43,0.94
"Lomatium triternatum","ensemble_ssp245_2041","maxent-tune",426250,51.15,0.66
"Lomatium triternatum","ensemble_ssp245_2041","rf",597203,42.66,1.94
"Lomatium triternatum","ensemble_ssp245_2071","brt",2610378,91.68,6.97
"Lomatium triternatum","ensemble_ssp245_2071","gam",480913,54.98,1.42
"Lomatium triternatum","ensemble_ssp245_2071","lasso",653273,60.74,0.93
"Lomatium triternatum","ensemble_ssp245_2071","maxent-tune",428459,50.05,0.66
"Lomatium triternatum","ensemble_ssp245_2071","rf",661659,39.94,2.15
"Lomatium triternatum","ensemble_ssp370_2041","brt",1610242,91.03,4.3
"Lomatium triternatum","ensemble_ssp370_2041","gam",490675,55.61,1.45
"Lomatium triternatum","ensemble_ssp370_2041","lasso",647572,61.44,0.92
"Lomatium triternatum","ensemble_ssp370_2041","maxent-tune",438301,51.36,0.68
"Lomatium triternatum","ensemble_ssp370_2041","rf",604505,41.65,1.96
"Lomatium triternatum","ensemble_ssp370_2071","brt",3077906,97.15,8.22
"Lomatium triternatum","ensemble_ssp370_2071","gam",465930,57.8,1.38
"Lomatium triternatum","ensemble_ssp370_2071","lasso",634078,62.42,0.9
"Lomatium triternatum","ensemble_ssp370_2071","maxent-tune",463122,53.89,0.72
"Lomatium triternatum","ensemble_ssp370_2071","rf",700970,41.98,2.27
"Pteryxia petraea","current","brt",263824,NA,NA
"Pteryxia petraea","current","gam",285416,NA,NA
"Pteryxia petraea","current","lasso",427285,NA,NA
"Pteryxia petraea","current","maxent-tune",194152,NA,NA
"Pteryxia petraea","current","rf",61958,NA,NA
"Pteryxia petraea","ensemble_ssp245_2041","brt",1042593,43.35,3.95
"Pteryxia petraea","ensemble_ssp245_2041","gam",6833,2.03,0.02
"Pteryxia petraea","ensemble_ssp245_2041","lasso",11621,0.97,0.03
"Pteryxia petraea","ensemble_ssp245_2041","maxent-tune",1980,0.99,0.01
"Pteryxia petraea","ensemble_ssp245_2041","rf",592374,41.26,9.56
"Pteryxia petraea","ensemble_ssp245_2071","brt",2343139,42.01,8.88
"Pteryxia petraea","ensemble_ssp245_2071","gam",4504,1.48,0.02
"Pteryxia petraea","ensemble_ssp245_2071","lasso",7843,0.77,0.02
"Pteryxia petraea","ensemble_ssp245_2071","maxent-tune",1229,0.63,0.01
"Pteryxia petraea","ensemble_ssp245_2071","rf",1778850,56.31,28.71
"Pteryxia petraea","ensemble_ssp370_2041","brt",1083054,44.6,4.11
"Pteryxia petraea","ensemble_ssp370_2041","gam",5571,1.9,0.02
"Pteryxia petraea","ensemble_ssp370_2041","lasso",10190,0.91,0.02
"Pteryxia petraea","ensemble_ssp370_2041","maxent-tune",1697,0.87,0.01
"Pteryxia petraea","ensemble_ssp370_2041","rf",655820,49.34,10.58
"Pteryxia petraea","ensemble_ssp370_2071","brt",2595676,41.94,9.84
"Pteryxia petraea","ensemble_ssp370_2071","gam",4853,1.51,0.02
"Pteryxia petraea","ensemble_ssp370_2071","lasso",3805,0.8,0.01
"Pteryxia petraea","ensemble_ssp370_2071","maxent-tune",1574,0.81,0.01
"Pteryxia petraea","ensemble_ssp370_2071","rf",2257395,70.19,36.43
"Pteryxia terebinthina","current","brt",281134,NA,NA
"Pteryxia terebinthina","current","gam",346232,NA,NA
"Pteryxia terebinthina","current","lasso",89284,NA,NA
"Pteryxia terebinthina","current","maxent-tune",345453,NA,NA
"Pteryxia terebinthina","current","rf",267600,NA,NA
"Pteryxia terebinthina","ensemble_ssp245_2041","brt",1712219,53.25,6.09
"Pteryxia terebinthina","ensemble_ssp245_2041","gam",856732,47.73,2.47
"Pteryxia terebinthina","ensemble_ssp245_2041","lasso",144413,2.25,1.62
"Pteryxia terebinthina","ensemble_ssp245_2041","maxent-tune",226224,20.33,0.65
"Pteryxia terebinthina","ensemble_ssp245_2041","rf",1872294,64.24,7
"Pteryxia terebinthina","ensemble_ssp245_2071","brt",3108716,50.22,11.06
"Pteryxia terebinthina","ensemble_ssp245_2071","gam",829888,42.92,2.4
"Pteryxia terebinthina","ensemble_ssp245_2071","lasso",97314,0.56,1.09
"Pteryxia terebinthina","ensemble_ssp245_2071","maxent-tune",168681,14.52,0.49
"Pteryxia terebinthina","ensemble_ssp245_2071","rf",3519432,60.85,13.15
"Pteryxia terebinthina","ensemble_ssp370_2041","brt",1734999,54.59,6.17
"Pteryxia terebinthina","ensemble_ssp370_2041","gam",897185,47.26,2.59
"Pteryxia terebinthina","ensemble_ssp370_2041","lasso",168112,1.12,1.88
"Pteryxia terebinthina","ensemble_ssp370_2041","maxent-tune",233781,19.5,0.68
"Pteryxia terebinthina","ensemble_ssp370_2041","rf",1875103,62.09,7.01
"Pteryxia terebinthina","ensemble_ssp370_2071","brt",3208901,48.49,11.41
"Pteryxia terebinthina","ensemble_ssp370_2071","gam",687356,39.2,1.99
"Pteryxia terebinthina","ensemble_ssp370_2071","lasso",74661,0.45,0.84
"Pteryxia terebinthina","ensemble_ssp370_2071","maxent-tune",169855,12.53,0.49
"Pteryxia terebinthina","ensemble_ssp370_2071","rf",3452985,57.89,12.9
"Tauschia arguta","current","brt",21034,NA,NA
"Tauschia arguta","current","gam",24008,NA,NA
"Tauschia arguta","current","lasso",22703,NA,NA
"Tauschia arguta","current","maxent-tune",19464,NA,NA
"Tauschia arguta","current","rf",23001,NA,NA
"Tauschia arguta","ensemble_ssp245_2041","brt",69119,74.55,3.29
"Tauschia arguta","ensemble_ssp245_2041","gam",0,0,0
"Tauschia arguta","ensemble_ssp245_2041","lasso",1784,0.47,0.08
"Tauschia arguta","ensemble_ssp245_2041","maxent-tune",150713,21.01,7.74
"Tauschia arguta","ensemble_ssp245_2041","rf",170834,97.6,7.43
"Tauschia arguta","ensemble_ssp245_2071","brt",313102,76.23,14.89
"Tauschia arguta","ensemble_ssp245_2071","gam",0,0,0
"Tauschia arguta","ensemble_ssp245_2071","lasso",94116,0.15,4.15
"Tauschia arguta","ensemble_ssp245_2071","maxent-tune",882771,18.03,45.35
"Tauschia arguta","ensemble_ssp245_2071","rf",625921,97.36,27.21
"Tauschia arguta","ensemble_ssp370_2041","brt",68421,74.29,3.25
"Tauschia arguta","ensemble_ssp370_2041","gam",0,0,0
"Tauschia arguta","ensemble_ssp370_2041","lasso",3386,0.31,0.15
"Tauschia arguta","ensemble_ssp370_2041","maxent-tune",146103,17.29,7.51
"Tauschia arguta","ensemble_ssp370_2041","rf",165617,96.74,7.2
"Tauschia arguta","ensemble_ssp370_2071","brt",325239,73.2,15.46
"Tauschia arguta","ensemble_ssp370_2071","gam",522,1.03,0.02
"Tauschia arguta","ensemble_ssp370_2071","lasso",101296,4.24,4.46
"Tauschia arguta","ensemble_ssp370_2071","maxent-tune",912668,26.73,46.89
"Tauschia arguta","ensemble_ssp370_2071","rf",641285,97.2,27.88
"Tauschia parishii","current","brt",30874,NA,NA
"Tauschia parishii","current","gam",18207,NA,NA
"Tauschia parishii","current","lasso",21386,NA,NA
"Tauschia parishii","current","maxent-tune",19468,NA,NA
"Tauschia parishii","current","rf",9766,NA,NA
"Tauschia parishii","ensemble_ssp245_2041","brt",448951,86.41,14.54
"Tauschia parishii","ensemble_ssp245_2041","gam",27851,13.96,1.53
"Tauschia parishii","ensemble_ssp245_2041","lasso",19474,45.22,0.91
"Tauschia parishii","ensemble_ssp245_2041","maxent-tune",2664,8.52,0.14
"Tauschia parishii","ensemble_ssp245_2041","rf",219180,71.68,22.44
"Tauschia parishii","ensemble_ssp245_2071","brt",1865839,85.94,60.43
"Tauschia parishii","ensemble_ssp245_2071","gam",22283,9.28,1.22
"Tauschia parishii","ensemble_ssp245_2071","lasso",169557,26.89,7.93
"Tauschia parishii","ensemble_ssp245_2071","maxent-tune",790,4.06,0.04
"Tauschia parishii","ensemble_ssp245_2071","rf",1189581,73.53,121.81
"Tauschia parishii","ensemble_ssp370_2041","brt",455995,86.91,14.77
"Tauschia parishii","ensemble_ssp370_2041","gam",21020,10.07,1.15
"Tauschia parishii","ensemble_ssp370_2041","lasso",13718,31.59,0.64
"Tauschia parishii","ensemble_ssp370_2041","maxent-tune",2584,6.43,0.13
"Tauschia parishii","ensemble_ssp370_2041","rf",204386,72.08,20.93
"Tauschia parishii","ensemble_ssp370_2071","brt",1870377,87.15,60.58
"Tauschia parishii","ensemble_ssp370_2071","gam",16398,10.42,0.9
"Tauschia parishii","ensemble_ssp370_2071","lasso",183692,29.81,8.59
"Tauschia parishii","ensemble_ssp370_2071","maxent-tune",1960,9.8,0.1
"Tauschia parishii","ensemble_ssp370_2071","rf",1293977,73.47,132.5
"Thamnosma montana","current","brt",84756,NA,NA
"Thamnosma montana","current","gam",93928,NA,NA
"Thamnosma montana","current","lasso",89493,NA,NA
"Thamnosma montana","current","maxent-tune",90362,NA,NA
"Thamnosma montana","current","rf",76444,NA,NA
"Thamnosma montana","ensemble_ssp245_2041","brt",222622,77.18,2.63
"Thamnosma montana","ensemble_ssp245_2041","gam",96425,31.27,1.03
"Thamnosma montana","ensemble_ssp245_2041","lasso",94621,44.77,1.06
"Thamnosma montana","ensemble_ssp245_2041","maxent-tune",52657,24.56,0.58
"Thamnosma montana","ensemble_ssp245_2041","rf",365076,77.71,4.78
"Thamnosma montana","ensemble_ssp245_2071","brt",410353,70.69,4.84
"Thamnosma montana","ensemble_ssp245_2071","gam",112523,27.79,1.2
"Thamnosma montana","ensemble_ssp245_2071","lasso",99739,42.15,1.11
"Thamnosma montana","ensemble_ssp245_2071","maxent-tune",85158,20.41,0.94
"Thamnosma montana","ensemble_ssp245_2071","rf",809077,76.59,10.58
"Thamnosma montana","ensemble_ssp370_2041","brt",231613,75.32,2.73
"Thamnosma montana","ensemble_ssp370_2041","gam",89164,27.04,0.95
"Thamnosma montana","ensemble_ssp370_2041","lasso",99206,43.86,1.11
"Thamnosma montana","ensemble_ssp370_2041","maxent-tune",42883,22.64,0.47
"Thamnosma montana","ensemble_ssp370_2041","rf",377947,76.34,4.94
"Thamnosma montana","ensemble_ssp370_2071","brt",542672,59,6.4
"Thamnosma montana","ensemble_ssp370_2071","gam",86040,17.23,0.92
"Thamnosma montana","ensemble_ssp370_2071","lasso",74036,31.64,0.83
"Thamnosma montana","ensemble_ssp370_2071","maxent-tune",78149,9.54,0.86
"Thamnosma montana","ensemble_ssp370_2071","rf",1036079,76.69,13.55
"Aegopodium podagraria","current","brt",1456347,NA,NA
"Aegopodium podagraria","current","gam",1602596,NA,NA
"Aegopodium podagraria","current","lasso",1931812,NA,NA
"Aegopodium podagraria","current","maxent-tune",2053257,NA,NA
"Aegopodium podagraria","current","rf",1255533,NA,NA
"Aegopodium podagraria","ensemble_ssp245_2041","brt",4468819,94.88,3.07
"Aegopodium podagraria","ensemble_ssp245_2041","gam",2768958,41.67,1.73
"Aegopodium podagraria","ensemble_ssp245_2041","lasso",1308375,24.07,0.68
"Aegopodium podagraria","ensemble_ssp245_2041","maxent-tune",2872810,67.67,1.4
"Aegopodium podagraria","ensemble_ssp245_2041","rf",3312569,85.9,2.64
"Aegopodium podagraria","ensemble_ssp245_2071","brt",5721905,95.07,3.93
"Aegopodium podagraria","ensemble_ssp245_2071","gam",3558441,40.66,2.22
"Aegopodium podagraria","ensemble_ssp245_2071","lasso",1833393,15.35,0.95
"Aegopodium podagraria","ensemble_ssp245_2071","maxent-tune",3541412,61.51,1.72
"Aegopodium podagraria","ensemble_ssp245_2071","rf",4418639,84.94,3.52
"Aegopodium podagraria","ensemble_ssp370_2041","brt",4912523,95.02,3.37
"Aegopodium podagraria","ensemble_ssp370_2041","gam",3104337,42.34,1.94
"Aegopodium podagraria","ensemble_ssp370_2041","lasso",1487685,21.25,0.77
"Aegopodium podagraria","ensemble_ssp370_2041","maxent-tune",3156025,65.87,1.54
"Aegopodium podagraria","ensemble_ssp370_2041","rf",3543405,87.19,2.82
"Aegopodium podagraria","ensemble_ssp370_2071","brt",7480755,96.44,5.14
"Aegopodium podagraria","ensemble_ssp370_2071","gam",4285002,36.95,2.67
"Aegopodium podagraria","ensemble_ssp370_2071","lasso",3273388,12.4,1.69
"Aegopodium podagraria","ensemble_ssp370_2071","maxent-tune",4548977,53.21,2.22
"Aegopodium podagraria","ensemble_ssp370_2071","rf",5562766,83.24,4.43
"Anethum graveolens","current","brt",2042105,NA,NA
"Anethum graveolens","current","gam",4213704,NA,NA
"Anethum graveolens","current","lasso",4179128,NA,NA
"Anethum graveolens","current","maxent-tune",4532065,NA,NA
"Anethum graveolens","current","rf",1764561,NA,NA
"Anethum graveolens","ensemble_ssp245_2041","brt",2891757,75.11,1.42
"Anethum graveolens","ensemble_ssp245_2041","gam",6588838,86.88,1.56
"Anethum graveolens","ensemble_ssp245_2041","lasso",4783644,79.25,1.14
"Anethum graveolens","ensemble_ssp245_2041","maxent-tune",7214098,88.69,1.59
"Anethum graveolens","ensemble_ssp245_2041","rf",4031604,57.62,2.28
"Anethum graveolens","ensemble_ssp245_2071","brt",3460975,80.45,1.69
"Anethum graveolens","ensemble_ssp245_2071","gam",8197762,87.32,1.95
"Anethum graveolens","ensemble_ssp245_2071","lasso",6079350,80.59,1.45
"Anethum graveolens","ensemble_ssp245_2071","maxent-tune",9970571,88.97,2.2
"Anethum graveolens","ensemble_ssp245_2071","rf",5156687,56.71,2.92
"Anethum graveolens","ensemble_ssp370_2041","brt",3053907,76.09,1.5
"Anethum graveolens","ensemble_ssp370_2041","gam",7129875,87.36,1.69
"Anethum graveolens","ensemble_ssp370_2041","lasso",4999663,80.7,1.2
"Anethum graveolens","ensemble_ssp370_2041","maxent-tune",8051436,89.17,1.78
"Anethum graveolens","ensemble_ssp370_2041","rf",4288892,57.36,2.43
"Anethum graveolens","ensemble_ssp370_2071","brt",4831277,86.24,2.37
"Anethum graveolens","ensemble_ssp370_2071","gam",10487149,89.65,2.49
"Anethum graveolens","ensemble_ssp370_2071","lasso",7545160,80.74,1.81
"Anethum graveolens","ensemble_ssp370_2071","maxent-tune",11671182,89.56,2.58
"Anethum graveolens","ensemble_ssp370_2071","rf",6192993,62.31,3.51
"Angelica sylvestris","current","brt",40638,NA,NA
"Angelica sylvestris","current","gam",36613,NA,NA
"Angelica sylvestris","current","lasso",83791,NA,NA
"Angelica sylvestris","current","maxent-tune",85882,NA,NA
"Angelica sylvestris","current","rf",52464,NA,NA
"Angelica sylvestris","ensemble_ssp245_2041","brt",336809,82.82,8.29
"Angelica sylvestris","ensemble_ssp245_2041","gam",14799,3.76,0.4
"Angelica sylvestris","ensemble_ssp245_2041","lasso",0,0,0
"Angelica sylvestris","ensemble_ssp245_2041","maxent-tune",53799,10.97,0.63
"Angelica sylvestris","ensemble_ssp245_2041","rf",506956,76.55,9.66
"Angelica sylvestris","ensemble_ssp245_2071","brt",971885,80.39,23.92
"Angelica sylvestris","ensemble_ssp245_2071","gam",48353,2.8,1.32
"Angelica sylvestris","ensemble_ssp245_2071","lasso",2937,0,0.04
"Angelica sylvestris","ensemble_ssp245_2071","maxent-tune",46344,4.71,0.54
"Angelica sylvestris","ensemble_ssp245_2071","rf",1651552,80.1,31.48
"Angelica sylvestris","ensemble_ssp370_2041","brt",435104,83.61,10.71
"Angelica sylvestris","ensemble_ssp370_2041","gam",12809,6.53,0.35
"Angelica sylvestris","ensemble_ssp370_2041","lasso",0,0,0
"Angelica sylvestris","ensemble_ssp370_2041","maxent-tune",54924,9.7,0.64
"Angelica sylvestris","ensemble_ssp370_2041","rf",613051,76.33,11.69
"Angelica sylvestris","ensemble_ssp370_2071","brt",1389554,85.66,34.19
"Angelica sylvestris","ensemble_ssp370_2071","gam",248205,3.51,6.78
"Angelica sylvestris","ensemble_ssp370_2071","lasso",2479,0,0.03
"Angelica sylvestris","ensemble_ssp370_2071","maxent-tune",48730,0.94,0.57
"Angelica sylvestris","ensemble_ssp370_2071","rf",1904862,83.97,36.31
"Artemisia dracunculus","current","brt",1742798,NA,NA
"Artemisia dracunculus","current","gam",1263475,NA,NA
"Artemisia dracunculus","current","lasso",3203552,NA,NA
"Artemisia dracunculus","current","maxent-tune",2730105,NA,NA
"Artemisia dracunculus","current","rf",1711461,NA,NA
"Artemisia dracunculus","ensemble_ssp245_2041","brt",2305098,64.44,1.32
"Artemisia dracunculus","ensemble_ssp245_2041","gam",1464477,40.17,1.16
"Artemisia dracunculus","ensemble_ssp245_2041","lasso",1657736,46.71,0.52
"Artemisia dracunculus","ensemble_ssp245_2041","maxent-tune",1750535,47.85,0.64
"Artemisia dracunculus","ensemble_ssp245_2041","rf",3087206,61.65,1.8
"Artemisia dracunculus","ensemble_ssp245_2071","brt",2689005,62.95,1.54
"Artemisia dracunculus","ensemble_ssp245_2071","gam",1503258,35.97,1.19
"Artemisia dracunculus","ensemble_ssp245_2071","lasso",1784108,41.24,0.56
"Artemisia dracunculus","ensemble_ssp245_2071","maxent-tune",2009620,44.14,0.74
"Artemisia dracunculus","ensemble_ssp245_2071","rf",3774608,59.33,2.21
"Artemisia dracunculus","ensemble_ssp370_2041","brt",2433856,65.23,1.4
"Artemisia dracunculus","ensemble_ssp370_2041","gam",1426155,39.46,1.13
"Artemisia dracunculus","ensemble_ssp370_2041","lasso",1547821,43.33,0.48
"Artemisia dracunculus","ensemble_ssp370_2041","maxent-tune",1777901,46.03,0.65
"Artemisia dracunculus","ensemble_ssp370_2041","rf",3280797,61.66,1.92
"Artemisia dracunculus","ensemble_ssp370_2071","brt",3774289,61.38,2.17
"Artemisia dracunculus","ensemble_ssp370_2071","gam",1564609,33.04,1.24
"Artemisia dracunculus","ensemble_ssp370_2071","lasso",1841075,31.91,0.57
"Artemisia dracunculus","ensemble_ssp370_2071","maxent-tune",2027651,36.37,0.74
"Artemisia dracunculus","ensemble_ssp370_2071","rf",5283673,59.66,3.09
"Artemisia norvegica","current","brt",922967,NA,NA
"Artemisia norvegica","current","gam",1489346,NA,NA
"Artemisia norvegica","current","lasso",1126717,NA,NA
"Artemisia norvegica","current","maxent-tune",694232,NA,NA
"Artemisia norvegica","current","rf",1060292,NA,NA
"Artemisia norvegica","ensemble_ssp245_2041","brt",744061,49.44,0.81
"Artemisia norvegica","ensemble_ssp245_2041","gam",763601,43.19,0.51
"Artemisia norvegica","ensemble_ssp245_2041","lasso",703859,53.27,0.62
"Artemisia norvegica","ensemble_ssp245_2041","maxent-tune",340406,39.71,0.49
"Artemisia norvegica","ensemble_ssp245_2041","rf",1662839,57.43,1.57
"Artemisia norvegica","ensemble_ssp245_2071","brt",864011,27.47,0.94
"Artemisia norvegica","ensemble_ssp245_2071","gam",603268,28.11,0.41
"Artemisia norvegica","ensemble_ssp245_2071","lasso",518723,37.96,0.46
"Artemisia norvegica","ensemble_ssp245_2071","maxent-tune",173653,18.23,0.25
"Artemisia norvegica","ensemble_ssp245_2071","rf",2470497,57.33,2.33
"Artemisia norvegica","ensemble_ssp370_2041","brt",599790,37.88,0.65
"Artemisia norvegica","ensemble_ssp370_2041","gam",611228,35.12,0.41
"Artemisia norvegica","ensemble_ssp370_2041","lasso",597278,44.45,0.53
"Artemisia norvegica","ensemble_ssp370_2041","maxent-tune",238735,26.15,0.34
"Artemisia norvegica","ensemble_ssp370_2041","rf",1631136,56.28,1.54
"Artemisia norvegica","ensemble_ssp370_2071","brt",335191,14.24,0.36
"Artemisia norvegica","ensemble_ssp370_2071","gam",245337,13.2,0.16
"Artemisia norvegica","ensemble_ssp370_2071","lasso",279957,20.44,0.25
"Artemisia norvegica","ensemble_ssp370_2071","maxent-tune",75226,8.65,0.11
"Artemisia norvegica","ensemble_ssp370_2071","rf",2145080,48.95,2.02
"Carum carvi","current","brt",2143146,NA,NA
"Carum carvi","current","gam",1648430,NA,NA
"Carum carvi","current","lasso",2170000,NA,NA
"Carum carvi","current","maxent-tune",2224982,NA,NA
"Carum carvi","current","rf",482984,NA,NA
"Carum carvi","ensemble_ssp245_2041","brt",2871429,40.3,1.34
"Carum carvi","ensemble_ssp245_2041","gam",593201,18.79,0.36
"Carum carvi","ensemble_ssp245_2041","lasso",1746649,47.44,0.8
"Carum carvi","ensemble_ssp245_2041","maxent-tune",1075692,32.2,0.48
"Carum carvi","ensemble_ssp245_2041","rf",215209,7.74,0.45
"Carum carvi","ensemble_ssp245_2071","brt",3804797,31.03,1.78
"Carum carvi","ensemble_ssp245_2071","gam",700288,15.13,0.42
"Carum carvi","ensemble_ssp245_2071","lasso",1931138,40.04,0.89
"Carum carvi","ensemble_ssp245_2071","maxent-tune",1235672,28.89,0.56
"Carum carvi","ensemble_ssp245_2071","rf",274613,4.83,0.57
"Carum carvi","ensemble_ssp370_2041","brt",2975847,35.54,1.39
"Carum carvi","ensemble_ssp370_2041","gam",681068,18.47,0.41
"Carum carvi","ensemble_ssp370_2041","lasso",1797134,43,0.83
"Carum carvi","ensemble_ssp370_2041","maxent-tune",1102793,29.91,0.5
"Carum carvi","ensemble_ssp370_2041","rf",230837,5.71,0.48
"Carum carvi","ensemble_ssp370_2071","brt",4492838,24.77,2.1
"Carum carvi","ensemble_ssp370_2071","gam",911511,12.48,0.55
"Carum carvi","ensemble_ssp370_2071","lasso",2119072,19.8,0.98
"Carum carvi","ensemble_ssp370_2071","maxent-tune",1403314,25.16,0.63
"Carum carvi","ensemble_ssp370_2071","rf",481715,3.19,1
"Pimpinella saxifraga","current","brt",1586311,NA,NA
"Pimpinella saxifraga","current","gam",1544808,NA,NA
"Pimpinella saxifraga","current","lasso",1732056,NA,NA
"Pimpinella saxifraga","current","maxent-tune",1255895,NA,NA
"Pimpinella saxifraga","current","rf",368181,NA,NA
"Pimpinella saxifraga","ensemble_ssp245_2041","brt",2728017,64.23,1.72
"Pimpinella saxifraga","ensemble_ssp245_2041","gam",3528987,74.05,2.28
"Pimpinella saxifraga","ensemble_ssp245_2041","lasso",1358859,42.88,0.78
"Pimpinella saxifraga","ensemble_ssp245_2041","maxent-tune",1377779,52.13,1.1
"Pimpinella saxifraga","ensemble_ssp245_2041","rf",467290,10.42,1.27
"Pimpinella saxifraga","ensemble_ssp245_2071","brt",4800798,63.99,3.03
"Pimpinella saxifraga","ensemble_ssp245_2071","gam",5408319,74.5,3.5
"Pimpinella saxifraga","ensemble_ssp245_2071","lasso",1465827,37.18,0.85
"Pimpinella saxifraga","ensemble_ssp245_2071","maxent-tune",2275331,53.62,1.81
"Pimpinella saxifraga","ensemble_ssp245_2071","rf",668455,9.67,1.82
"Pimpinella saxifraga","ensemble_ssp370_2041","brt",2945853,64.74,1.86
"Pimpinella saxifraga","ensemble_ssp370_2041","gam",3718413,73.07,2.41
"Pimpinella saxifraga","ensemble_ssp370_2041","lasso",1341366,39.39,0.77
"Pimpinella saxifraga","ensemble_ssp370_2041","maxent-tune",1507261,54.57,1.2
"Pimpinella saxifraga","ensemble_ssp370_2041","rf",482241,10.2,1.31
"Pimpinella saxifraga","ensemble_ssp370_2071","brt",5928846,64.68,3.74
"Pimpinella saxifraga","ensemble_ssp370_2071","gam",6342495,67.98,4.11
"Pimpinella saxifraga","ensemble_ssp370_2071","lasso",1524772,23.73,0.88
"Pimpinella saxifraga","ensemble_ssp370_2071","maxent-tune",3407164,69.92,2.71
"Pimpinella saxifraga","ensemble_ssp370_2071","rf",783903,9.38,2.13
"Ruta chalepensis","current","brt",1341059,NA,NA
"Ruta chalepensis","current","gam",533296,NA,NA
"Ruta chalepensis","current","lasso",1466355,NA,NA
"Ruta chalepensis","current","maxent-tune",673004,NA,NA
"Ruta chalepensis","current","rf",938961,NA,NA
"Ruta chalepensis","ensemble_ssp245_2041","brt",3093894,70.6,2.31
"Ruta chalepensis","ensemble_ssp245_2041","gam",568975,76.96,1.07
"Ruta chalepensis","ensemble_ssp245_2041","lasso",1447434,79.52,0.99
"Ruta chalepensis","ensemble_ssp245_2041","maxent-tune",590431,70.76,0.88
"Ruta chalepensis","ensemble_ssp245_2041","rf",4508201,59,4.8
"Ruta chalepensis","ensemble_ssp245_2071","brt",3667364,69.61,2.73
"Ruta chalepensis","ensemble_ssp245_2071","gam",580261,74.27,1.09
"Ruta chalepensis","ensemble_ssp245_2071","lasso",2405335,78.72,1.64
"Ruta chalepensis","ensemble_ssp245_2071","maxent-tune",585346,64.94,0.87
